dataset,model,group_column,group_value,n,errors,error_rate,mean_af_abraom,mean_score
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MKKS,13,0,0.0,0.15024501085281372,0.2120383766595602
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MMADHC,18,1,0.05555555555555555,0.3919522166252136,0.22056656871329378
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MMUT,26,1,0.038461538461538464,0.25497910380363464,0.196822724082646
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MPC1,14,0,0.0,0.21599364280700684,0.22354007300096332
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MRPS23,2,0,0.0,0.021563000977039337,0.29190965287270265
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MRPS34,4,0,0.0,0.07546975463628769,0.25569985487890456
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MTERF1,2,1,0.5,0.016224998980760574,0.3500903462335101
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MTFMT,20,2,0.1,0.2614439129829407,0.19801516954584325
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MTPAP,33,0,0.0,0.3174847364425659,0.18375531774933634
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MTUS1,3,2,0.6666666666666666,0.01238266658037901,0.43889958043314836
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MUC1,3,0,0.0,0.20989000797271729,0.22795711945661787
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MUC12,6,2,0.3333333333333333,0.4490164816379547,0.335063421687167
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MUC5B,181,12,0.06629834254143646,0.16038502752780914,0.2407771396407518
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MYBPC1,91,1,0.01098901098901099,0.2452898919582367,0.1828098971320804
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MYCBP2,5,2,0.4,0.014261201024055481,0.36991497388810946
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MYH7,61,2,0.03278688524590164,0.17184023559093475,0.19965749913479872
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MYO15B,1,1,1.0,0.015487000346183777,0.37547745132551885
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MYO18A,6,1,0.16666666666666666,0.013450167141854763,0.3286080345866451
abraom_common_benign,M5_v2_calibrated,GeneSymbol,MYOM1,120,5,0.041666666666666664,0.2495100051164627,0.19498545903533168
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NAGLU,20,1,0.05,0.2468213587999344,0.19795599857748708
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NARS1,2,0,0.0,0.10759999603033066,0.2900791390155275
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NAXD,6,0,0.0,0.045830000191926956,0.2585637204189664
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NBEAL2,32,1,0.03125,0.3390905559062958,0.20637896060786903
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NCAPH,3,1,0.3333333333333333,0.19612868130207062,0.28405050607254534
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NCKAP1L,12,0,0.0,0.34162402153015137,0.19797166199029648
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NDUFA12,11,0,0.0,0.30297544598579407,0.18079423190471627
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NDUFA6,2,0,0.0,0.3883435130119324,0.1955362246594044
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NDUFAF2,10,0,0.0,0.23847147822380066,0.18325481570446803
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NEFL,14,0,0.0,0.2800496518611908,0.21697321531281935
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NFASC,7,0,0.0,0.29065531492233276,0.22702818203711203
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NIPA1,32,0,0.0,0.24917539954185486,0.2013505225576958
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NKX2-2,4,2,0.5,0.04259749874472618,0.31636334552376877
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NLRP3,36,1,0.027777777777777776,0.23460891842842102,0.20280792929405886
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NOD1,5,1,0.2,0.11554219573736191,0.332556059312386
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NOP14,1,1,1.0,0.012382999993860722,0.5219585668297223
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NOS1AP,25,0,0.0,0.28503838181495667,0.1859692997089258
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NPHP4,64,2,0.03125,0.2339024543762207,0.20442001218448846
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NPNT,1,1,1.0,0.013237000443041325,0.49243216338540174
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NPR2,13,0,0.0,0.24152609705924988,0.18116558900962593
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NRG2,1,1,1.0,0.013237000443041325,0.4210756202776777
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NRTN,3,0,0.0,0.03686299920082092,0.268394658059204
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NSMF,17,1,0.058823529411764705,0.15235859155654907,0.19692573799351765
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NTN5,10,0,0.0,0.2551237940788269,0.192599273351249
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NUAK2,1,1,1.0,0.013663999736309052,0.3591393437394102
abraom_common_benign,M5_v2_calibrated,GeneSymbol,NUP214,2,0,0.0,0.35783651471138,0.2391281077315196
abraom_common_benign,M5_v2_calibrated,GeneSymbol,OCRL,20,0,0.0,0.10582105070352554,0.18556935748192138
abraom_common_benign,M5_v2_calibrated,GeneSymbol,ODAPH,7,0,0.0,0.19629129767417908,0.19927143393457758
abraom_common_benign,M5_v2_calibrated,GeneSymbol,ODC1,2,0,0.0,0.19748049974441528,0.20538373650152236
abraom_common_benign,M5_v2_calibrated,GeneSymbol,OFD1,30,0,0.0,0.09692411869764328,0.2096628652640341
abraom_common_benign,M5_v2_calibrated,GeneSymbol,OPTC,26,1,0.038461538461538464,0.10004596412181854,0.2036563810396067
abraom_common_benign,M5_v2_calibrated,GeneSymbol,OR4N4,2,1,0.5,0.12110349535942078,0.5795680734864398
abraom_common_benign,M5_v2_calibrated,GeneSymbol,ORC6,5,0,0.0,0.48539701104164124,0.2247005469629862
abraom_common_benign,M5_v2_calibrated,GeneSymbol,OS9,4,1,0.25,0.12105075269937515,0.30055812618462513
abraom_common_benign,M5_v2_calibrated,GeneSymbol,OXA1L,2,0,0.0,0.26323649287223816,0.23602273739041124
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PACS2,33,1,0.030303030303030304,0.042633723467588425,0.20779212133417777
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PAH,52,0,0.0,0.24586154520511627,0.19424270837282
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PARM1,1,1,1.0,0.013237000443041325,0.375248445044602
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PARS2,13,0,0.0,0.12848985195159912,0.22285317705400381
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PASK,4,0,0.0,0.014624249190092087,0.31681182928677
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PAX6,29,0,0.0,0.2232300341129303,0.20125834308828836
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PBX1,3,1,0.3333333333333333,0.4173073470592499,0.26296142382250226
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PCDH15,142,4,0.028169014084507043,0.2645507752895355,0.19376540172233828
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PCDHA@,1,1,1.0,0.014518000185489655,0.3697701057999614
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PCDHB@,21,2,0.09523809523809523,0.23043450713157654,0.27456273935290143
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PCF11,2,1,0.5,0.014731000177562237,0.340496493644322
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PCNX1,2,1,0.5,0.019000999629497528,0.3487902427478111
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PCSK9,28,1,0.03571428571428571,0.35296204686164856,0.2184835494356329
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PDCD10,7,0,0.0,0.10766956955194473,0.20498918445626635
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PDE4D,76,1,0.013157894736842105,0.29570457339286804,0.19593182967862025
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PDHX,53,1,0.018867924528301886,0.2881312072277069,0.20754757787489
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PDIA2,1,1,1.0,0.011102000251412392,0.36863293833277566
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PDK3,17,1,0.058823529411764705,0.24261681735515594,0.1922564680453017
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PEX2,17,0,0.0,0.30938854813575745,0.22062348762695258
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PGAP2,16,0,0.0,0.29269856214523315,0.17722288958122678
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PGLS,3,0,0.0,0.35624828934669495,0.2484153328095201
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PHF2,3,0,0.0,0.07714233547449112,0.27258522234445665
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PHGDH,29,1,0.034482758620689655,0.22251835465431213,0.20248692900803986
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PICALM,30,0,0.0,0.3804801404476166,0.17573199644856205
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PIDD1,6,0,0.0,0.15871383249759674,0.25025943134502904
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PIGN,75,1,0.013333333333333334,0.23150570690631866,0.19001441731633253
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PITPNM1,2,1,0.5,0.01163800060749054,0.3946473134509915
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PITX3,4,0,0.0,0.3331872224807739,0.1918382222493778
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLA2G4A,4,1,0.25,0.27786099910736084,0.29483873390536164
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLA2R1,5,0,0.0,0.23057201504707336,0.25009486840307127
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLCG2,104,5,0.04807692307692308,0.2998037040233612,0.1854995029103837
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLEKHM1,19,0,0.0,0.2399659901857376,0.19904785346210072
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLK4,14,2,0.14285714285714285,0.18107227981090546,0.23486186352693933
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLOD1,58,2,0.034482758620689655,0.1531657874584198,0.20546058632049755
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLXNB1,4,0,0.0,0.14207950234413147,0.2598471984609859
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PLXND1,5,1,0.2,0.13672100007534027,0.2934284794959242
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PMM2,36,1,0.027777777777777776,0.2530722916126251,0.20145943882352058
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PMS1,19,4,0.21052631578947367,0.049395523965358734,0.2820190686084874
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POC1B,8,0,0.0,0.2908836305141449,0.1896874355662244
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POC5,9,1,0.1111111111111111,0.1639624387025833,0.2405312254297486
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POLA1,6,1,0.16666666666666666,0.13423214852809906,0.2547470273668095
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POLG,53,1,0.018867924528301886,0.17452014982700348,0.2014529426255431
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POLG2,15,1,0.06666666666666667,0.1723601371049881,0.22529450820096417
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POLR1C,47,1,0.02127659574468085,0.0659915879368782,0.22465078446947934
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POLR1D,20,1,0.05,0.09090519696474075,0.24766328455124426
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POMGNT1,3,0,0.0,0.08255066722631454,0.2456383654829896
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PON2,12,1,0.08333333333333333,0.21007700264453888,0.17561649671592225
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POP1,39,0,0.0,0.19001948833465576,0.1815574555476247
abraom_common_benign,M5_v2_calibrated,GeneSymbol,POU2AF1,8,0,0.0,0.49023276567459106,0.1978038770180801
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PPOX,8,0,0.0,0.24754486978054047,0.21654508533848155
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PRDM1,2,0,0.0,0.08603750169277191,0.25990389162488825
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PRDX1,5,0,0.0,0.5879587531089783,0.16516409733801846
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PREPL,25,0,0.0,0.42373907566070557,0.16990857357896716
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PRNP,8,0,0.0,0.08747874200344086,0.2531249395719448
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PRRC2B,5,0,0.0,0.4438943862915039,0.2266030668267139
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PRUNE1,5,2,0.4,0.2189747840166092,0.3542833464401003
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PSIP1,2,0,0.0,0.014730999246239662,0.2888689290535169
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PSTPIP1,34,1,0.029411764705882353,0.17307241261005402,0.19447990256031514
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTBP1,2,0,0.0,0.10204949975013733,0.22881709078610635
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTCH1,56,0,0.0,0.11688784509897232,0.20751153740056966
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTF1A,6,0,0.0,0.3050098121166229,0.2231709040805815
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTGDR,1,1,1.0,0.011528999544680119,0.39653544613165753
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTGER2,1,1,1.0,0.01067500002682209,0.54068136640833
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTP4A1,2,1,0.5,0.012809999287128448,0.37595604005186645
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTPRM,3,0,0.0,0.013806000351905823,0.2974850984238166
abraom_common_benign,M5_v2_calibrated,GeneSymbol,PTPRQ,117,4,0.03418803418803419,0.21143656969070435,0.2054895278774236
abraom_common_benign,M5_v2_calibrated,GeneSymbol,QSER1,1,1,1.0,0.012821000069379807,0.35622266800674673
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RAB23,5,0,0.0,0.07736959308385849,0.23142988735844336
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RAD21,35,1,0.02857142857142857,0.07798203825950623,0.2039807828574717
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RAPGEF2,5,0,0.0,0.12468620389699936,0.2752698973939816
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RASA4,2,0,0.0,0.4616360068321228,0.22320811349718128
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RBBP4,2,0,0.0,0.9839885234832764,0.1831110857463759
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RBM28,2,1,0.5,0.013450000435113907,0.4321882254646946
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RCL1,1,1,1.0,0.014944000169634819,0.35242462434462557
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RDH5,5,0,0.0,0.19701120257377625,0.17196393337350133
abraom_common_benign,M5_v2_calibrated,GeneSymbol,REEP6,9,1,0.1111111111111111,0.22402498126029968,0.2142853457870757
abraom_common_benign,M5_v2_calibrated,GeneSymbol,REG3A,2,1,0.5,0.20367249846458435,0.4461294330545295
abraom_common_benign,M5_v2_calibrated,GeneSymbol,REL,4,0,0.0,0.3294669985771179,0.2015016214376274
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RELB,2,0,0.0,0.43274998664855957,0.14110051054840939
abraom_common_benign,M5_v2_calibrated,GeneSymbol,REV3L,3,0,0.0,0.0955023393034935,0.26834577779101837
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RGS9BP,5,1,0.2,0.25542259216308594,0.28489517967772826
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RHOT2,3,0,0.0,0.01850266568362713,0.30316428505169307
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RIOK2,3,2,0.6666666666666666,0.01352133322507143,0.3466071063810146
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RIPPLY2,6,0,0.0,0.17413882911205292,0.20324094755281166
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RNF113A,2,1,0.5,0.2805570065975189,0.29994561998582236
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RNF168,5,1,0.2,0.22920560836791992,0.31036706338663633
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RNPC3,2,0,0.0,0.6739969849586487,0.19008017658370016
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RPL18,4,0,0.0,0.24508950114250183,0.1826193882789395
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RPS24,12,0,0.0,0.1392335742712021,0.215965258833402
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RPS8,1,1,1.0,0.012810000218451023,0.3501991236777405
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RPSA,3,0,0.0,0.34514665603637695,0.2158987372321166
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RPTOR,4,0,0.0,0.016439000144600868,0.3066199259551964
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RRAGA,4,0,0.0,0.21168924868106842,0.24070893682743424
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RSPH9,18,0,0.0,0.07344572246074677,0.19647987716632953
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RSPO1,10,0,0.0,0.154568612575531,0.19284644884590624
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RTL1,4,1,0.25,0.16161425411701202,0.3015026250376254
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RTN1,2,0,0.0,0.015584999695420265,0.3379059567429745
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RTN2,17,1,0.058823529411764705,0.19633223116397858,0.20804575338968012
abraom_common_benign,M5_v2_calibrated,GeneSymbol,RUNX1,37,3,0.08108108108108109,0.14816471934318542,0.2404597586638956
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SARDH,3,1,0.3333333333333333,0.2630750238895416,0.26102435496850407
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SASH1,35,0,0.0,0.35639989376068115,0.17971368084416597
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SCLY,4,0,0.0,0.015585249289870262,0.31472856860108944
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SCN1B,23,0,0.0,0.11295278370380402,0.2025990493663124
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SCN5A,77,0,0.0,0.2264355719089508,0.19622324045350337
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SDC1,2,2,1.0,0.0130234993994236,0.4287102407393366
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SDHAF2,6,0,0.0,0.2860805094242096,0.22879541760208602
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SDK2,4,0,0.0,0.11026900261640549,0.2985072000366721
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SEC23A,38,0,0.0,0.34428301453590393,0.16306114195167642
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SELENBP1,1,1,1.0,0.015798000618815422,0.48999154498340075
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SEMA3C,2,0,0.0,0.016225500032305717,0.34587856912047193
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SEMA4G,3,1,0.3333333333333333,0.011386667378246784,0.3399788632628959
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SEPSECS,25,3,0.12,0.11697699874639511,0.23736835119935232
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SERPIND1,3,0,0.0,0.1869630068540573,0.27413638238423443
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SERPINH1,14,0,0.0,0.29135647416114807,0.2255349389836801
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SGSM2,2,1,0.5,0.010247999802231789,0.34728273482175476
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SI,22,0,0.0,0.24963130056858063,0.24371618979477558
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SIAE,7,0,0.0,0.07771115005016327,0.2553899628078401
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SIK3,6,0,0.0,0.22936248779296875,0.234817150346579
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SIL1,25,1,0.04,0.13697761297225952,0.21710336301016192
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC19A3,51,1,0.0196078431372549,0.13181215524673462,0.21523001884839155
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC1A3,23,0,0.0,0.15610799193382263,0.2185412216656412
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC25A46,23,0,0.0,0.08641940355300903,0.22562206171306134
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC26A8,21,1,0.047619047619047616,0.33180856704711914,0.18848711223298573
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC33A1,14,0,0.0,0.24884101748466492,0.18248851077296627
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC34A3,14,1,0.07142857142857142,0.1836613565683365,0.23072716181796918
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC39A7,5,0,0.0,0.04312559962272644,0.2774619703856669
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC52A2,8,0,0.0,0.18798023462295532,0.24050219732132377
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC6A17,4,0,0.0,0.3807642459869385,0.2134163083692317
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLC9A6,14,1,0.07142857142857142,0.04015478491783142,0.25145004950245975
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SLURP1,3,0,0.0,0.18787367641925812,0.2089372128879027
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SMARCA4,64,2,0.03125,0.12961775064468384,0.19105484432274494
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SMARCE1,10,0,0.0,0.10064029693603516,0.18283932647749707
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SNAP29,19,0,0.0,0.22097843885421753,0.20817470125127474
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SNCB,6,0,0.0,0.41073882579803467,0.20270832732481145
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SNED1,4,2,0.5,0.04035025089979172,0.3356450371611264
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SNRPN,3,0,0.0,0.091410331428051,0.25420820062556454
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SOS1,33,1,0.030303030303030304,0.4308268129825592,0.18891011537076524
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SOX18,6,1,0.16666666666666666,0.05068783462047577,0.2754374403839121
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SPAG17,2,0,0.0,0.027753999456763268,0.3084518419839478
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SPRED1,31,0,0.0,0.5586422681808472,0.1894198143437441
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SPRY4,3,0,0.0,0.25661835074424744,0.2665991372488463
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SPTB,60,0,0.0,0.23834525048732758,0.20006335726886484
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SREBF2,30,1,0.03333333333333333,0.08750942349433899,0.2100831040269771
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SRRM2,5,0,0.0,0.2755763828754425,0.2514229086137707
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SSTR4,2,0,0.0,0.015584999695420265,0.32181105231397034
abraom_common_benign,M5_v2_calibrated,GeneSymbol,ST14,33,2,0.06060606060606061,0.45164158940315247,0.19319320199098328
abraom_common_benign,M5_v2_calibrated,GeneSymbol,STAT5A,2,1,0.5,0.015157999470829964,0.3436781238214684
abraom_common_benign,M5_v2_calibrated,GeneSymbol,STING1,9,1,0.1111111111111111,0.2803577780723572,0.25974567744451227
abraom_common_benign,M5_v2_calibrated,GeneSymbol,STS,12,0,0.0,0.17755115032196045,0.19625441218713668
abraom_common_benign,M5_v2_calibrated,GeneSymbol,STUB1,10,0,0.0,0.134177103638649,0.22251019084116513
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SUCLG1,20,0,0.0,0.2196839302778244,0.20405951493080635
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SUFU,34,0,0.0,0.2851508557796478,0.20221946886653894
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SULT1C3,2,0,0.0,0.014090500771999359,0.32765151288149635
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SUMO1,4,0,0.0,0.5788851976394653,0.20797136867497873
abraom_common_benign,M5_v2_calibrated,GeneSymbol,SZT2,48,3,0.0625,0.17804138362407684,0.21737303943805794
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TACO1,10,0,0.0,0.02638779953122139,0.22471611613792772
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TAF6,13,0,0.0,0.3055572211742401,0.19713531680016208
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TAPBP,7,1,0.14285714285714285,0.24466273188591003,0.2528843669910789
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TARS1,4,0,0.0,0.26142174005508423,0.224246247740721
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TAS1R3,2,0,0.0,0.033731501549482346,0.27993462623121435
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TBC1D2,3,2,0.6666666666666666,0.013236667029559612,0.38548853645410025
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TBC1D4,40,1,0.025,0.4602690637111664,0.19699760830203836
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TBC1D8B,17,1,0.058823529411764705,0.05411076545715332,0.23584463735942382
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TBX22,7,1,0.14285714285714285,0.13784299790859222,0.23495919323701586
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TCF7L1,8,0,0.0,0.5367951393127441,0.14479868150509168
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TCTN1,19,1,0.05263157894736842,0.07355668395757675,0.2052822948815579
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TERF2,11,1,0.09090909090909091,0.10569845885038376,0.23239564834850848
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TFAM,17,1,0.058823529411764705,0.19144012033939362,0.219821909596215
abraom_common_benign,M5_v2_calibrated,GeneSymbol,THAP9,1,1,1.0,0.01067500002682209,0.37524846862398537
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TIA1,20,0,0.0,0.23163369297981262,0.18821453069503913
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TLR8,5,0,0.0,0.40151000022888184,0.22156719067859823
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TMC1,41,0,0.0,0.15638521313667297,0.1964956792153209
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TMC6,55,2,0.03636363636363636,0.22573277354240417,0.19581582526740918
abraom_common_benign,M5_v2_calibrated,GeneSymbol,TMC8,38,1,0.02631578947368421,0.19079336524009705,0.19390020227536944
