track_id,assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ENCSR100LIJ_M,PRO-cap,8832,8959,8895,0.0002644338134704395,0.3890323792012723,942
ENCSR100LIJ_M,PRO-cap,8960,9087,9023,0.00018923146332024975,0.278395434491,856
ENCSR100LIJ_M,PRO-cap,9088,9215,9151,0.00016356570351187352,0.24063622559399872,768
ENCSR100LIJ_M,PRO-cap,9216,9343,9279,0.00021434148745432444,0.3153370506272906,768
ENCSR100LIJ_M,PRO-cap,9344,9471,9407,0.0001912580974590128,0.2813769983478539,768
ENCSR100LIJ_M,PRO-cap,9472,9599,9535,0.00021674265468618614,0.31886962382136025,768
ENCSR100LIJ_M,PRO-cap,9600,9727,9663,0.00015762228975863113,0.23189233477815976,642
ENCSR100LIJ_M,PRO-cap,9728,9855,9791,0.00016881126014141047,0.24835343599550394,640
ENCSR100LIJ_M,PRO-cap,9856,9983,9919,4.599289310563643e-05,0.06766428391441598,544
ENCSR100LIJ_M,PRO-cap,9984,10111,10047,0.00010795316066491978,0.15881960927990676,512
ENCSR100LIJ_M,PRO-cap,10112,10239,10175,0.0001719290298467513,0.2529402675748397,512
ENCSR100LIJ_M,PRO-cap,10240,10367,10303,0.00016952972993067306,0.24941044155705747,512
ENCSR100LIJ_M,PRO-cap,10368,10495,10431,0.00021194801252022444,0.3118157942646824,512
ENCSR100LIJ_M,PRO-cap,10496,10623,10559,0.00028752028017400085,0.42299695790308584,440
ENCSR100LIJ_M,PRO-cap,10624,10751,10687,0.0001945752185292804,0.28625711365961654,384
